Stock_NO,종목명,상장주식수(주),Market
59120,아진엑스텍,"5,630,000",kosdaq
23890,아트라스BX,"9,150,000",kosdaq
67160,아프리카TV,"10,871,717",kosdaq
1540,안국약품,"13,042,420",kosdaq
53800,안랩,"10,013,855",kosdaq
65660,안트로젠,"7,463,435",kosdaq
131370,알서포트,"53,267,083",kosdaq
96610,알에프세미,"8,120,970",kosdaq
61040,알에프텍,"19,050,000",kosdaq
148250,알엔투테크놀로지,"6,328,942",kosdaq
196170,알테오젠,"6,293,165",kosdaq
123750,알톤스포츠,"12,746,297",kosdaq
85810,알티캐스트,"21,223,160",kosdaq
117670,알파홀딩스,"12,073,809",kosdaq
196300,애니젠,"4,943,165",kosdaq
205500,액션스퀘어,"24,939,426",kosdaq
52790,액토즈소프트,"11,330,638",kosdaq
131400,액트,"16,906,763",kosdaq
238090,앤디포스,"15,068,965",kosdaq
30960,양지사,"15,980,000",kosdaq
102120,어보브반도체,"17,459,653",kosdaq
19990,에너토크,"9,756,088",kosdaq
25980,에머슨퍼시픽,"16,464,183",kosdaq
41440,에버다임,"17,915,944",kosdaq
38680,에스넷,"16,075,215",kosdaq
121890,에스디시스템,"3,800,000",kosdaq
30270,에스마크,"40,620,892",kosdaq
97780,에스맥,"24,318,791",kosdaq
42110,에스씨디,"48,329,564",kosdaq
65420,에스아이리소스,"50,041,595",kosdaq
50320,에스아이티글로벌,"50,485,705",kosdaq
103230,에스앤더블류,"7,200,000",kosdaq
900080,에스앤씨엔진그룹,"96,383,144",kosdaq
101490,에스앤에스텍,"19,735,331",kosdaq
95910,에스에너지,"11,632,199",kosdaq
36500,에스에스컴텍,"35,143,649",kosdaq
31330,에스에이엠티,"99,995,067",kosdaq
60540,에스에이티,"24,998,547",kosdaq
112240,에스에프씨,"29,027,070",kosdaq
56190,에스에프에이,"17,954,380",kosdaq
80000,에스엔유,"31,250,000",kosdaq
160600,에스엔텍,"10,845,889",kosdaq
41510,에스엠,"21,755,663",kosdaq
7820,에스엠코어,"20,000,000",kosdaq
109610,에스와이패널,"12,150,000",kosdaq
96630,에스코넥,"65,265,724",kosdaq
69510,에스텍,"10,910,000",kosdaq
41910,에스텍파마,"11,435,081",kosdaq
39440,에스티아이,"12,675,670",kosdaq
98660,에스티오,"8,375,026",kosdaq
52020,에스티큐브,"25,681,632",kosdaq
237690,에스티팜,"18,484,400",kosdaq
50760,에스폴리텍,"16,334,678",kosdaq
58610,에스피지,"20,876,975",kosdaq
43340,에쎈테크,"72,000,000",kosdaq
54630,에이디칩스,"11,405,089",kosdaq
200710,에이디테크놀로지,"8,146,700",kosdaq
3800,에이스침대,"2,218,000",kosdaq
88800,에이스테크,"28,328,380",kosdaq
138360,에이씨티,"6,115,000",kosdaq
35290,에이원앤,"20,034,620",kosdaq
72990,에이치시티,"4,579,934",kosdaq
176440,에이치엔티,"6,701,100",kosdaq
28300,에이치엘비,"35,913,809",kosdaq
67630,에이치엘비생명과학,"23,673,839",kosdaq
43220,에이치엘비파워,"37,779,826",kosdaq
239610,에이치엘사이언스,"5,142,148",kosdaq
226340,에이치엠씨3호스팩,"6,500,000",kosdaq
44780,에이치케이,"18,425,787",kosdaq
71670,에이테크솔루션,"10,000,000",kosdaq
45660,에이텍,"8,260,000",kosdaq
224110,에이텍티앤,"5,340,000",kosdaq
21080,에이티넘인베스트,"48,000,000",kosdaq
89530,에이티세미콘,"59,686,233",kosdaq
182400,에이티젠,"11,391,542",kosdaq
73570,에이티테크놀러지,"22,442,927",kosdaq
109960,에이프로젠 H&G,"50,368,012",kosdaq
43580,에임하이,"25,460,330",kosdaq
214870,에치디프로,"5,882,914",kosdaq
230360,에코마케팅,"8,128,571",kosdaq
38870,에코바이오,"10,716,941",kosdaq
86520,에코프로,"21,363,647",kosdaq
38110,에코플라스틱,"22,696,398",kosdaq
73540,에프알텍,"11,400,000",kosdaq
36810,에프에스티,"16,391,611",kosdaq
63440,에프엔씨애드컬쳐,"38,307,875",kosdaq
173940,에프엔씨엔터,"14,364,880",kosdaq
83500,에프엔에스테크,"5,851,101",kosdaq
65160,에프티이앤이,"54,198,854",kosdaq
54940,엑사이엔씨,"33,173,548",kosdaq
950130,엑세스바이오,"27,064,930",kosdaq
205100,엑셈,"29,928,452",kosdaq
92870,엑시콘,"8,883,500",kosdaq
67570,엔브이에이치코리아,"28,722,222",kosdaq
54340,엔알케이,"24,584,758",kosdaq
217820,엔에스,"4,900,000",kosdaq
31860,엔에스엔,"17,566,164",kosdaq
207720,엔에이치SL스팩,"2,505,000",kosdaq
256840,엔에이치스팩11호,"6,830,000",kosdaq
198440,엔에이치스팩3호,"7,000,000",kosdaq
215790,엔에이치스팩5호,"7,000,000",kosdaq
217810,엔에이치스팩7호,"4,830,000",kosdaq
218410,엔에이치스팩8호,"6,830,000",kosdaq
225570,엔에이치스팩9호,"9,050,000",kosdaq
208860,엔지스테크널러지,"3,127,180",kosdaq
206400,엔터메이트,"27,195,036",kosdaq
69410,엔텔스,"6,899,227",kosdaq
48830,엔피케이,"12,923,923",kosdaq
96870,엘디티,"6,678,400",kosdaq
61970,엘비세미콘,"43,784,592",kosdaq
138690,엘아이에스,"13,547,434",kosdaq
66970,엘앤에프,"23,184,430",kosdaq
156100,엘앤케이바이오,"9,926,362",kosdaq
73110,엘엠에스,"8,895,755",kosdaq
83310,엘오티베큠,"12,011,889",kosdaq
37950,엘컴텍,"84,447,519",kosdaq
170920,엘티씨,"7,519,943",kosdaq
58630,엠게임,"19,107,750",kosdaq
19590,엠벤처투자,"109,836,556",kosdaq
97520,엠씨넥스,"8,998,218",kosdaq
9780,엠에스씨,"8,800,000",kosdaq
123040,엠에스오토텍,"14,546,798",kosdaq
32790,엠젠플러스,"11,965,435",kosdaq
180400,엠지메드,"2,349,149",kosdaq
33160,엠케이전자,"21,807,689",kosdaq
50540,엠피씨,"20,768,807",kosdaq
115960,연우,"12,398,000",kosdaq
90740,연이정보통신,"16,000,000",kosdaq
7530,영신금속,"6,292,968",kosdaq
143540,영우디에스피,"12,184,466",kosdaq
36180,영인프런티어,"17,600,341",kosdaq
36560,영풍정밀,"15,750,000",kosdaq
36000,예림당,"23,034,277",kosdaq
53280,예스24,"17,200,000",kosdaq
122640,예스티,"4,327,321",kosdaq
900300,오가닉티코스메틱,"56,925,000",kosdaq
45060,오공,"11,521,974",kosdaq
80520,오디텍,"11,746,609",kosdaq
39830,오로라,"10,762,890",kosdaq
46120,오르비텍,"12,874,279",kosdaq
14940,오리엔탈정공,"40,545,960",kosdaq
65500,오리엔트정공,"52,143,627",kosdaq
10470,오리콤,"11,498,750",kosdaq
53980,오상자이엘,"17,747,882",kosdaq
52420,오성엘에스티,"203,955,580",kosdaq
241790,오션브릿지,"9,124,980",kosdaq
39200,오스코텍,"25,639,320",kosdaq
31510,오스템,"26,000,000",kosdaq
48260,오스템임플란트,"14,285,717",kosdaq
138080,오이솔루션,"5,179,610",kosdaq
80580,오킨스전자,"6,200,000",kosdaq
67170,오텍,"13,804,065",kosdaq
49480,오픈베이스,"31,422,383",kosdaq
196450,온다 엔터테인먼트,"22,150,437",kosdaq
57540,옴니시스템,"40,679,015",kosdaq
57680,옴니텔,"18,381,928",kosdaq
123010,옵토팩,"4,757,492",kosdaq
82210,옵트론텍,"20,666,259",kosdaq
109080,옵티시스,"5,636,000",kosdaq
52770,와이디온라인,"22,505,325",kosdaq
57030,와이비엠넷,"16,312,697",kosdaq
122990,와이솔,"20,281,254",kosdaq
67900,와이엔텍,"17,842,803",kosdaq
155650,와이엠씨,"9,865,093",kosdaq
66430,와이오엠,"31,378,891",kosdaq
193250,와이제이엠게임즈,"45,254,095",kosdaq
19210,와이지-원,"24,013,230",kosdaq
122870,와이지엔터테인먼트,"16,524,579",kosdaq
79000,와토스코리아,"6,800,000",kosdaq
900180,완리,"102,507,511",kosdaq
114630,우노앤컴퍼니,"13,573,965",kosdaq
32820,우리기술,"76,854,454",kosdaq
41190,우리기술투자,"84,000,000",kosdaq
115440,우리넷,"6,365,710",kosdaq
46970,우리로,"18,687,963",kosdaq
215360,우리산업,"9,132,163",kosdaq
72470,우리산업홀딩스,"18,887,341",kosdaq
73560,우리손에프앤지,"69,237,643",kosdaq
153490,우리이앤엘,"49,900,000",kosdaq
82850,우리이티아이,"41,518,621",kosdaq
37400,우리조명,"24,923,346",kosdaq
101170,우림기계,"13,500,000",kosdaq
194610,우성아이비,"14,383,102",kosdaq
66590,우수AMS,"23,594,599",kosdaq
46940,우원개발,"14,650,592",kosdaq
52270,우전,"28,728,282",kosdaq
65680,우주일렉트로,"9,934,220",kosdaq
18620,우진비앤지,"10,725,897",kosdaq
32940,원익,"12,634,432",kosdaq
240810,원익IPS,"41,273,436",kosdaq
74600,원익QnC,"13,144,000",kosdaq
104830,원익머트리얼즈,"6,245,800",kosdaq
14190,원익큐브,"27,399,906",kosdaq
30530,원익홀딩스,"77,237,981",kosdaq
12620,원일특강,"4,400,000",kosdaq
8370,원풍,"12,000,000",kosdaq
8290,원풍물산,"36,848,572",kosdaq
101160,월덱스,"16,064,963",kosdaq
95270,웨이브일렉트로,"10,594,500",kosdaq
900130,웨이포트,"55,880,000",kosdaq
65950,웰크론,"25,490,497",kosdaq
114190,웰크론강원,"15,253,030",kosdaq
76080,웰크론한텍,"18,021,293",kosdaq
196700,웹스,"6,849,238",kosdaq
69080,웹젠,"35,310,884",kosdaq
39790,위노바,"77,898,489",kosdaq
44340,위닉스,"16,358,641",kosdaq
112040,위메이드,"16,800,000",kosdaq
38620,위즈코프,"33,554,897",kosdaq
36090,위지트,"66,319,044",kosdaq
136540,윈스,"11,305,231",kosdaq
97800,윈팩,"17,091,218",kosdaq
192390,윈하이텍,"9,863,089",kosdaq
44480,유니더스,"8,600,000",kosdaq
36200,유니셈,"30,664,223",kosdaq
18000,유니슨,"66,887,583",kosdaq
203450,유니온커뮤니티,"14,679,007",kosdaq
11320,유니크,"19,320,695",kosdaq
86390,유니테스트,"21,134,126",kosdaq
241690,유니테크노,"5,963,760",kosdaq
142210,유니트론텍,"9,931,950",kosdaq
48430,유라테크,"11,520,000",kosdaq
206650,유바이오로직스,"24,231,986",kosdaq
89850,유비벨록스,"7,115,697",kosdaq
32620,유비케어,"40,286,470",kosdaq
78070,유비쿼스,"21,200,000",kosdaq
24800,유성티엔에스,"22,723,235",kosdaq
54930,유신,"3,000,000",kosdaq
69330,유아이디,"11,887,792",kosdaq
49520,유아이엘,"11,392,470",kosdaq
204620,유안타제1호스팩,"6,000,000",kosdaq
219960,유안타제2호스팩,"6,500,000",kosdaq
56090,유앤아이,"7,677,642",kosdaq
195990,유지인트,"367,473,225",kosdaq
23410,유진기업,"74,000,000",kosdaq
56080,유진로봇,"23,333,996",kosdaq
221200,유진스팩3호,"6,750,000",kosdaq
215090,유진에이씨피씨스팩2호,"5,500,000",kosdaq
84370,유진테크,"22,916,042",kosdaq
178780,유테크,"10,160,600",kosdaq
191410,육일씨엔에쓰,"8,522,980",kosdaq
44960,이-글 벳,"11,668,434",kosdaq
39020,이건창호,"14,327,078",kosdaq
60230,이그잭스,"31,192,591",kosdaq
67920,이글루시큐리티,"10,228,248",kosdaq
73490,이노와이어리스,"6,002,500",kosdaq
88390,이녹스,"12,318,242",kosdaq
53350,이니텍,"19,790,916",kosdaq
33110,이디,"32,760,277",kosdaq
41520,이라이콤,"12,188,730",kosdaq
54210,이랜텍,"20,478,206",kosdaq
65440,이루온,"15,275,020",kosdaq
36260,이매진아시아,"24,910,047",kosdaq
115610,이미지스,"7,669,128",kosdaq
217600,이베스트스팩2호,"7,000,000",kosdaq
225440,이베스트스팩3호,"4,100,000",kosdaq
78020,이베스트투자증권,"40,481,190",kosdaq
80010,이상네트웍스,"9,000,000",kosdaq
86890,이수앱지스,"19,750,932",kosdaq
47560,이스트소프트,"9,899,400",kosdaq
900110,이스트아시아홀딩스,"77,879,660",kosdaq
67010,이씨에스,"7,500,000",kosdaq
223310,이에스브이,"6,627,400",kosdaq
52190,이에스에이,"8,280,802",kosdaq
102710,이엔에프테크놀로지,"14,200,000",kosdaq
94190,이엘케이,"31,014,510",kosdaq
123570,이엠넷,"11,138,039",kosdaq
95190,이엠코리아,"21,413,947",kosdaq
91120,이엠텍,"14,035,223",kosdaq
39030,이오테크닉스,"12,280,626",kosdaq
88290,이원컴포텍,"12,528,669",kosdaq
33600,이젠텍,"11,500,000",kosdaq
35810,이지바이오,"53,005,256",kosdaq
90850,이지웰페어,"9,893,000",kosdaq
58530,이큐스앤자루,"34,583,500",kosdaq
92130,이크레더블,"12,043,600",kosdaq
16250,이테크건설,"2,800,000",kosdaq
96040,이트론,"181,355,876",kosdaq
134060,이퓨쳐,"4,769,250",kosdaq
1840,이화공영,"19,805,760",kosdaq
24810,이화전기,"245,324,860",kosdaq
41830,인바디,"13,683,782",kosdaq
79950,인베니아,"23,200,000",kosdaq
60150,인선이엔티,"34,184,198",kosdaq
33230,인성정보,"16,965,620",kosdaq
37330,인지디스플레,"35,603,146",kosdaq
83640,인콘,"6,394,863",kosdaq
216050,인크로스,"2,939,035",kosdaq
49070,인탑스,"17,200,000",kosdaq
119610,인터로조,"10,776,000",kosdaq
158310,인터불스,"6,053,122",kosdaq
17250,인터엠,"21,045,467",kosdaq
108790,인터파크,"33,039,680",kosdaq
35080,인터파크홀딩스,"59,000,000",kosdaq
51370,인터플렉스,"21,079,212",kosdaq
64290,인텍플러스,"9,728,620",kosdaq
189300,인텔리안테크,"7,165,110",kosdaq
150840,인트로메딕,"7,202,178",kosdaq
48530,인트론바이오,"15,038,462",kosdaq
175140,인포마크,"3,561,208",kosdaq
115310,인포바인,"3,113,672",kosdaq
39290,인포뱅크,"8,693,978",kosdaq
41020,인프라웨어,"18,618,160",kosdaq
71200,인피니트헬스케어,"24,396,458",kosdaq
101930,인화정공,"9,331,705",kosdaq
78940,일경산업개발,"30,099,766",kosdaq
68330,일신바이오,"44,216,140",kosdaq
58450,일야,"9,780,000",kosdaq
19540,일지테크,"13,513,500",kosdaq
94820,일진파워,"15,078,709",kosdaq
950140,잉글우드랩(Reg.S),"19,366,154",kosdaq
49550,잉크테크,"9,330,921",kosdaq
43910,자연과환경,"21,949,357",kosdaq
234920,자이글,"13,530,910",kosdaq
174880,장원테크,"6,045,000",kosdaq
49630,재영솔루텍,"37,187,637",kosdaq
65530,전파기지국,"5,286,000",kosdaq
208140,정다운,"20,519,824",kosdaq
22220,정산애강,"51,794,579",kosdaq
40420,정상제이엘에스,"15,677,552",kosdaq
45510,정원엔시스,"32,209,292",kosdaq
65620,제낙스,"21,486,744",kosdaq
217190,제너셈,"8,769,174",kosdaq
95700,제넥신,"17,790,067",kosdaq
187420,제노포커스,"8,995,453",kosdaq
123330,제닉,"6,600,000",kosdaq
159580,제로투세븐,"12,290,000",kosdaq
147830,제룡산업,"10,000,000",kosdaq
33100,제룡전기,"16,062,409",kosdaq
19570,제미니투자,"40,000,000",kosdaq
79370,제우스,"10,384,000",kosdaq
54950,제이브이엠,"6,330,908",kosdaq
96690,제이스테판,"237,469,035",kosdaq
90470,제이스텍,"14,597,808",kosdaq
137950,제이씨케미칼,"19,343,000",kosdaq
33320,제이씨현시스템,"19,114,432",kosdaq
26040,제이에스티나,"16,503,790",kosdaq
126880,제이엔케이히터,"14,823,466",kosdaq
33050,제이엠아이,"32,579,342",kosdaq
94970,제이엠티,"16,748,240",kosdaq
58420,제이웨이,"10,700,110",kosdaq
36420,제이콘텐트리,"114,068,982",kosdaq
89790,제이티,"7,527,794",kosdaq
52670,제일바이오,"15,000,000",kosdaq
23440,제일제강,"26,032,185",kosdaq
38010,제일테크노스,"9,000,000",kosdaq
80220,제주반도체,"25,070,148",kosdaq
82270,젬백스,"30,589,492",kosdaq
41590,젬백스테크놀러지,"30,274,295",kosdaq
44060,조광ILI,"9,885,656",kosdaq
34940,조아제약,"28,310,231",kosdaq
101730,조이맥스,"8,505,234",kosdaq
67000,조이시티,"11,783,395",kosdaq
33340,좋은사람들,"26,412,536",kosdaq
36930,주성엔지니어링,"48,249,212",kosdaq
72020,중앙백신,"7,320,000",kosdaq
440,중앙에너비스,"1,245,426",kosdaq
54180,중앙오션,"21,860,000",kosdaq
155960,지디,"18,194,154",kosdaq
208350,지란지교시큐리티,"32,467,795",kosdaq
114570,지스마트글로벌,"19,778,476",kosdaq
51160,지어소프트,"12,820,024",kosdaq
53050,지에스이,"28,060,517",kosdaq
119850,지엔씨에너지,"8,260,678",kosdaq
65060,지엔코,"79,827,044",kosdaq
204840,지엘팜텍,"30,218,713",kosdaq
18290,지엠피,"17,431,721",kosdaq
115450,지트리비앤티,"22,760,432",kosdaq
18120,진로발효,"7,524,000",kosdaq
109820,진매트릭스,"10,215,273",kosdaq
86060,진바이오텍,"8,610,587",kosdaq
36890,진성티이씨,"22,482,268",kosdaq
7370,진양제약,"12,000,000",kosdaq
85660,차바이오텍,"50,581,773",kosdaq
900040,차이나그레이트,"114,425,850",kosdaq
900090,차이나하오란,"54,000,000",kosdaq
94850,참좋은레져,"14,000,000",kosdaq
4650,창해에탄올,"8,444,121",kosdaq
111820,처음앤씨,"19,274,529",kosdaq
96240,청담러닝,"6,896,578",kosdaq
13720,청보산업,"7,965,096",kosdaq
47820,초록뱀,"51,034,553",kosdaq
94360,칩스앤미디어,"7,239,092",kosdaq
16920,카스,"16,174,112",kosdaq
35720,카카오,"67,664,158",kosdaq
71850,캐스텍코리아,"12,373,089",kosdaq
66410,캔들미디어,"61,670,933",kosdaq
50110,캠시스,"52,435,889",kosdaq
78340,컴투스,"12,866,420",kosdaq
214370,케어젠,"10,710,000",kosdaq
221980,케이디켐,"4,034,800",kosdaq
43290,케이맥,"6,838,015",kosdaq
250930,케이비제10호스팩,"5,210,000",kosdaq
222390,케이비제8호스팩,"10,310,000",kosdaq
232270,케이비제9호스팩,"13,815,700",kosdaq
192250,케이사인,"61,476,373",kosdaq
115500,케이씨에스,"12,000,000",kosdaq
89150,케이씨티,"17,150,000",kosdaq
25880,케이씨피드,"16,150,696",kosdaq
93320,케이아이엔엑스,"4,880,000",kosdaq
65940,케이에스씨비,"20,890,687",kosdaq
73010,케이에스피,"9,444,037",kosdaq
105330,케이엔더블유,"5,661,347",kosdaq
68150,케이엔씨글로벌,"76,507,519",kosdaq
39420,케이엘넷,"24,154,730",kosdaq
83550,케이엠,"9,778,918",kosdaq
32500,케이엠더블유,"16,100,000",kosdaq
204650,케이티비스팩1호,"5,500,000",kosdaq
214150,케이티비스팩2호,"5,500,000",kosdaq
64820,케이프,"18,519,252",kosdaq
220260,케이프이에스스팩,"3,020,000",kosdaq
24880,케이피에프,"14,886,642",kosdaq
42040,케이피엠테크,"11,107,324",kosdaq
54410,케이피티,"5,060,000",kosdaq
89010,켐트로닉스,"10,745,020",kosdaq
52400,코나아이,"15,559,118",kosdaq
94860,코닉글로리,"47,653,062",kosdaq
46070,코다코,"36,343,168",kosdaq
47770,코데즈컴바인,"37,842,602",kosdaq
80530,코디,"15,911,831",kosdaq
224060,코디엠,"67,514,640",kosdaq
78650,코렌,"13,825,348",kosdaq
104540,코렌텍,"9,794,153",kosdaq
33430,코리드,"92,481,390",kosdaq
27050,코리아나,"40,000,000",kosdaq
101670,코리아에스이,"18,900,000",kosdaq
123410,코리아에프티,"27,841,064",kosdaq
36690,코맥스,"13,733,612",kosdaq
49430,코메론,"9,048,000",kosdaq
41960,코미팜,"54,699,972",kosdaq
9730,코센,"37,390,687",kosdaq
241710,코스메카코리아,"5,340,000",kosdaq
69110,코스온,"17,510,369",kosdaq
48870,코아로직,"44,385,288",kosdaq
166480,코아스템,"15,717,440",kosdaq
45970,코아시아홀딩스,"16,022,501",kosdaq
38530,코아크로스,"58,513,516",kosdaq
29960,코엔텍,"50,000,000",kosdaq
102940,코오롱생명과학,"7,610,890",kosdaq
33290,코웰패션,"92,064,397",kosdaq
56360,코위버,"9,796,800",kosdaq
121850,코이즈,"9,936,145",kosdaq
15710,코콤,"17,530,500",kosdaq
52330,코텍,"15,574,552",kosdaq
126600,코프라,"9,748,328",kosdaq
200130,콜마비앤에이치,"29,543,558",kosdaq
225650,쿠첸,"10,686,277",kosdaq
60280,큐렉소,"26,954,866",kosdaq
40350,큐로컴,"93,029,107",kosdaq
51780,큐로홀딩스,"60,193,222",kosdaq
115180,큐리언트,"7,227,262",kosdaq
65560,큐브스,"27,230,796",kosdaq
182360,큐브엔터,"26,573,767",kosdaq
66310,큐에스아이,"8,278,230",kosdaq
16600,큐캐피탈,"94,296,053",kosdaq
43590,크로바하이텍,"13,000,000",kosdaq
114120,크루셜텍,"28,579,850",kosdaq
83790,크리스탈,"25,881,011",kosdaq
900250,크리스탈신소재,"61,622,771",kosdaq
45520,크린앤사이언스,"6,500,000",kosdaq
237880,클리오,"16,873,215",kosdaq
218710,키움스팩3호,"6,700,000",kosdaq
226850,키움스팩4호,"10,204,000",kosdaq
54780,키이스트,"77,453,469",kosdaq
219130,타이거일렉,"6,314,290",kosdaq
65130,탑엔지니어링,"15,976,257",kosdaq
23160,태광,"26,500,000",kosdaq
53620,태양,"8,600,000",kosdaq
72520,태양씨앤엘,"42,103,552",kosdaq
44490,태웅,"20,007,381",kosdaq
191420,테고사이언스,"3,702,857",kosdaq
123100,테라세미콘,"11,303,840",kosdaq
182690,테라셈,"13,966,340",kosdaq
66700,테라젠이텍스,"28,835,096",kosdaq
95610,테스,"19,405,910",kosdaq
131970,테스나,"6,850,000",kosdaq
89030,테크윙,"18,083,869",kosdaq
38540,텍셀네트컴,"46,791,876",kosdaq
54450,텔레칩스,"10,630,978",kosdaq
91440,텔레필드,"6,957,040",kosdaq
200230,텔콘,"58,096,770",kosdaq
51360,토비스,"16,717,058",kosdaq
45340,토탈소프트,"8,558,040",kosdaq
57880,토필드,"15,985,742",kosdaq
108230,톱텍,"36,078,457",kosdaq
79970,투비소프트,"13,789,871",kosdaq
52290,트레이스,"44,899,708",kosdaq
105550,트루윈,"9,661,864",kosdaq
26150,특수건설,"9,994,814",kosdaq
33830,티비씨,"10,000,000",kosdaq
64760,티씨케이,"11,675,000",kosdaq
131290,티에스이,"11,061,429",kosdaq
246690,티에스인베스트먼트,"22,421,004",kosdaq
62860,티엘아이,"9,872,720",kosdaq
104480,티케이케미칼,"90,895,434",kosdaq
81150,티플랙스,"22,117,121",kosdaq
130740,티피씨글로벌,"9,450,000",kosdaq
84730,팅크웨어,"9,860,378",kosdaq
46210,파나진,"29,682,720",kosdaq
34230,파라다이스,"90,942,672",kosdaq
33540,파라텍,"11,214,208",kosdaq
43200,파루,"27,637,269",kosdaq
214450,파마리서치프로덕트,"9,466,217",kosdaq
177830,파버나인,"10,711,272",kosdaq
37070,파세코,"13,200,000",kosdaq
150900,파수닷컴,"8,142,695",kosdaq
47310,파워로직스,"32,036,014",kosdaq
170790,파이오링크,"6,856,330",kosdaq
49120,파인디앤씨,"18,751,820",kosdaq
38950,파인디지털,"10,190,765",kosdaq
106240,파인테크닉스,"33,485,099",kosdaq
131760,파인텍,"9,699,997",kosdaq
140860,파크시스템스,"6,527,355",kosdaq
91700,파트론,"54,156,410",kosdaq
194510,파티게임즈,"12,141,988",kosdaq
38160,팍스넷,"11,077,521",kosdaq
32800,판타지오,"49,928,143",kosdaq
43090,팜스웰바이오,"24,580,981",kosdaq
27710,팜스토리,"88,347,431",kosdaq
54300,팬스타엔터프라이즈,"27,524,943",kosdaq
68050,팬엔터테인먼트,"10,130,518",kosdaq
222110,팬젠,"9,298,515",kosdaq
60900,퍼시픽바이오,"34,451,650",kosdaq
87010,펩트론,"6,252,983",kosdaq
43370,평화정공,"21,000,000",kosdaq
119500,포메탈,"12,024,680",kosdaq
16670,포비스티앤씨,"40,078,058",kosdaq
56730,포스링크,"9,181,998",kosdaq
22100,포스코 ICT,"152,034,729",kosdaq
9520,포스코엠텍,"41,642,703",kosdaq
3670,포스코켐텍,"59,070,000",kosdaq
189690,포시에스,"6,837,896",kosdaq
141020,포티스,"23,352,395",kosdaq
39230,폭스브레인,"36,918,855",kosdaq
5670,푸드웰,"8,000,000",kosdaq
94940,푸른기술,"5,641,177",kosdaq
7330,푸른저축은행,"15,082,800",kosdaq
93380,풍강,"9,879,313",kosdaq
23900,풍국주정,"12,600,000",kosdaq
195440,퓨전데이타,"3,363,300",kosdaq
214270,퓨쳐스트림네트웍스,"46,150,443",kosdaq
220100,퓨쳐켐,"5,622,139",kosdaq
35200,프럼파스트,"8,041,993",kosdaq
203690,프로스테믹스,"45,165,630",kosdaq
53610,프로텍,"9,398,906",kosdaq
53160,프리엠스,"6,000,000",kosdaq
75130,플랜티넷,"8,960,000",kosdaq
23770,플레이위드,"3,075,469",kosdaq
32580,피델릭스,"20,567,273",kosdaq
51380,피씨디렉트,"7,540,136",kosdaq
241820,피씨엘,"8,921,164",kosdaq
237750,피앤씨테크,"6,496,600",kosdaq
131390,피앤이솔루션,"14,280,000",kosdaq
24850,피에스엠씨,"38,726,201",kosdaq
31980,피에스케이,"20,331,604",kosdaq
2230,피에스텍,"18,756,382",kosdaq
137400,피엔티,"7,600,000",kosdaq
128660,피제이메탈,"24,803,369",kosdaq
6140,피제이전자,"10,000,000",kosdaq
87600,픽셀플러스,"8,166,558",kosdaq
64800,필링크,"37,751,375",kosdaq
230240,하나금융7호스팩,"8,000,000",kosdaq
250060,하나금융8호스팩,"6,402,000",kosdaq
67310,하나마이크론,"22,370,446",kosdaq
208870,하나머스트3호스팩,"2,360,000",kosdaq
215100,하나머스트4호스팩,"2,800,000",kosdaq
218150,하나머스트5호스팩,"3,530,000",kosdaq
136480,하림,"53,945,938",kosdaq
24660,하림홀딩스,"89,157,190",kosdaq
149980,하이로닉,"14,094,745",kosdaq
13030,하이록코리아,"13,613,232",kosdaq
126700,하이비젼시스템,"14,942,112",kosdaq
200470,하이셈,"17,553,680",kosdaq
106080,하이소닉,"13,784,023",kosdaq
235010,하이에이아이1호스팩,"4,950,000",kosdaq
205470,하이제2호스팩,"5,650,000",kosdaq
217500,하이제3호스팩,"4,750,000",kosdaq
221840,하이즈항공,"17,696,167",kosdaq
106190,하이텍팜,"7,088,782",kosdaq
66130,하츠,"12,800,000",kosdaq
219550,한강인터트레이드,"54,431,270",kosdaq
240540,한국4호스팩,"5,500,000",kosdaq
4590,한국가구,"1,500,000",kosdaq
39340,한국경제TV,"23,000,000",kosdaq
34950,한국기업평가,"4,540,514",kosdaq
222980,한국맥널티,"4,975,000",kosdaq
25550,한국선재,"24,522,254",kosdaq
17890,한국알콜,"21,605,760",kosdaq
63570,한국전자금융,"26,015,009",kosdaq
41460,한국전자인증,"21,459,249",kosdaq
101680,한국정밀기계,"8,404,000",kosdaq
39740,한국정보공학,"8,018,397",kosdaq
53300,한국정보인증,"31,165,000",kosdaq
25770,한국정보통신,"38,812,743",kosdaq
23760,한국캐피탈,"168,209,576",kosdaq
54040,한국컴퓨터,"16,071,290",kosdaq
21650,한국큐빅,"9,890,000",kosdaq
53590,한국테크놀로지,"39,859,481",kosdaq
37230,한국팩키지,"25,000,000",kosdaq
30520,한글과컴퓨터,"23,082,211",kosdaq
52600,한네트,"11,563,700",kosdaq
92460,한라IMS,"10,097,988",kosdaq
47080,한빛소프트,"24,772,729",kosdaq
81970,한솔넥스지,"5,760,000",kosdaq
99660,한솔신텍,"63,987,602",kosdaq
221610,한솔씨앤피,"3,993,673",kosdaq
70590,한솔인티큐브,"13,879,521",kosdaq
42520,한스바이오메드,"9,857,857",kosdaq
78350,한양디지텍,"10,000,000",kosdaq
45100,한양이엔지,"18,000,000",kosdaq
64090,한양하이타오,"29,187,872",kosdaq
46110,한일네트웍스,"11,954,227",kosdaq
24740,한일단조,"14,763,371",kosdaq
5860,한일사료,"39,403,685",kosdaq
